titre,fin_semaine_1,boxoffice_1,boxoffice_2,film_id_allocine
La Chute des Hommes,30/11/2016,93,32,248025
Charlie Countryman,21/05/2014,5826,1066,181402
Marguerite & Julien,09/12/2015,18024,3931,229854
Le Témoin amoureux,25/06/2008,141000,145285,124884
Elle s'en va,25/09/2013,128354,105191,210032
Jusqu'à mon dernier Souffle,28/11/2012,5387,2310,213527
Brèves de comptoir,01/10/2014,94602,51993,226758
On voulait tout casser,03/06/2015,6788,80609,229868
K.O. - Bleed For This,21/11/2016,2366810,,226909
Le Chevalier black,26/11/2001,11600000,5600000,28652
Harold et Kumar s'évadent de Guantanamo,28/04/2008,14908404,6114373,123349
Joyeuse Fête des Mères,01/06/2016,133690,41794,239038
Switch,13/07/2011,122604,85411,184706
Paranoïa,19/08/2013,3500000,1350000,206166
Fanny,17/07/2013,49438,70971,192103
Les Amants sacrifiés,15/12/2021,27949,17279,281509
Villa Amalia,15/04/2009,115777,72736,125313
Black Christmas,18/12/2019,64505,20159,251287
The Marine,16/10/2006,7138774,3795160,109540
L'Emploi du temps,21/11/2001,71132,,29277
Gauguin - Voyage de Tahiti,27/09/2017,84248,67479,248712
Le Capital,21/11/2012,202565,101454,194667
My Sweet Pepper Land,16/04/2014,41745,35100,224106
Marmaduke,25/08/2010,83696,66931,144405
L'Horizon,16/02/2022,2664,987,269516
Bad Times,17/01/2007,55466,1968505,58486
Xenia,25/06/2014,15299,15084,228012
Tom,18/05/2022,2313,722,283720
Lola vers la mer,18/12/2019,13003,5184,266270
Un Prince (presque) charmant,16/01/2013,123711,45413,209726
Sex Drive,20/10/2008,3607164,1819785,132312
Les Cavaliers de l'Apocalypse,08/04/2009,29171,16304,123531
Elizabeth : l'âge d'or,19/12/2007,61154,6153075,57349
Histoires enchantées,31/12/2008,211885,119018,126259
3 Days to Kill,26/03/2014,186899,71725,208084
L'Homme sans passé,13/11/2002,170525,107506,45272
Benvenuti al Sud,01/12/2010,21667,1416,185086
Defender,06/11/2013,1798,893,224566
Michou d'Auber,07/03/2007,328476,203566,61510
L'Île aux trésors,07/02/2007,271757,141967,109457
Au fond des bois,20/10/2010,18011,7844,183313
Kiss & Kill,30/06/2010,289852,209828,140136
Tour De France,23/11/2016,41502,16739,240082
Le Refuge,03/02/2010,49726,29647,141590
La Drôle de vie de Timothy Green,20/08/2012,10822903,7122552,147452
Red Tails,23/01/2012,18782154,10370323,120385
L'enfant lion,11/01/1999,4000000,,8029
Howl,22/02/2012,2347,1147,138478
Un Mariage trop parfait,18/07/2001,271382,162077,27049
Rabbit Hole,20/04/2011,39380,16050,125315
Corps et âme,01/11/2017,14834,8466,252479
Bye Bye Blondie,28/03/2012,16973,7952,134859
A Journal for Jordan,03/01/2022,1175000,,262221
Transit,02/05/2018,20023,8057,252072
Les Disparues,24/03/2004,71975,10833633,47977
Boy A,04/03/2009,35101,22222,134123
Lettres à Juliette,17/05/2010,13540486,9006266,146575
Grace de Monaco,21/05/2014,152404,83939,201484
Tremblements,08/05/2019,12129,6142,252204
Monstres contre Aliens,08/04/2009,314696,313735,123533
"Robin des bois, la véritable histoire",22/04/2015,240213,140842,229993
À la folie,14/11/2011,525000,525000,188596
Sherlock Gnomes,18/04/2018,145139,75805,204576
La Vie est un miracle !,19/05/2004,77022,110097,41514
Superstar,29/08/2012,2660,127012,193082
La Dame dans l'auto avec des lunettes et un fusil,12/08/2015,51138,19763,231788
Paradis : amour,16/01/2013,6933,2869,206748
Tout ce qu'il me reste de la révolution,13/02/2019,35007,22148,266325
Le Jour de mon retour,14/03/2018,30909,9118,230374
Les Fous du roi,25/09/2006,3672366,1543633,56780
Monsieur Ibrahim et les fleurs du Coran,24/09/2003,103438,,43960
Les Têtes de l'emploi,23/11/2016,238777,129363,248037
Piano Forest,24/06/2009,10131,2389,140223
Devil Inside,29/02/2012,224167,94560,193483
Cellule 211,11/08/2010,24469,12463,136862
The Troll Hunter,03/08/2011,3603,,189553
Avant l'hiver,04/12/2013,144290,69009,212752
Kangourou Jack,23/07/2003,57467,21840000,50148
The Proposition,23/12/2009,6644,4367,57886
La Ville Est Tranquille,31/01/2001,51072,,26404
Je fais le mort,18/12/2013,102817,38328,189687
Un barrage contre le Pacifique,14/01/2009,69299,46974,125109
Les Drapeaux de papier,20/02/2019,4838,1644,262593
Je ne suis pas là pour être aimé,19/10/2005,64269,53068,60569
Sous surveillance,15/05/2013,181427,105727,142773
Mr. Brooks,05/09/2007,169740,85676,109176
La Cité interdite,21/03/2007,427400,155435,108517
Pas très normales activités,06/02/2013,104305,49068,207786
Noces,01/03/2017,41863,26040,248637
"Si tu meurs, je te tue",30/03/2011,15290,11341,189544
La Vie invisible d'Eurídice Gusmão,18/12/2019,20140,14483,249383
Le Smoking,01/01/2003,311817,152008,36318
Geronimo,22/10/2014,31312,14821,219630
Joueurs,11/07/2018,20073,5501,260239
Coeur d'encre,04/02/2009,112619,45126,118342
Docteur Frankenstein,02/12/2015,106131,45000,197064
Suzanna Andler,09/06/2021,9052,2838,44282
Mongol,16/04/2008,128802,81551,131242
La Saveur de la pastèque,07/12/2005,16108,,57413
Belle du seigneur,26/06/2013,25293,6670,60583
Sibel,13/03/2019,29085,21816,264270
Les Initiés,26/04/2017,7895,3859,252148
White God,10/12/2014,17707,8567,228246
Sunset,27/03/2019,20064,12755,246726
Footnote,07/12/2011,9560,2806,192854
Orpheline,05/04/2017,39419,15230,236463
Les Bouchetrous,02/06/2021,71419,76900,260397
Les Cerfs-volants de Kaboul,20/02/2008,42604,471713,57735
Fright Night,14/09/2011,4227,107771,130996
The Prodigies,15/06/2011,89083,37067,136215
Music,15/03/2023,1370,230,276069
River of Grass,11/09/2019,2568,978,194369
De l'autre côté,22/04/2019,11282333,6806342,257595
Le Procès du siècle,03/05/2017,65739,31843,237492
Copie conforme,26/05/2010,70876,80276,128902
Chok-Dee,23/02/2005,111590,,55717
Marcel !,03/08/2022,1841,122,302107
Si Beale Street pouvait parler,06/02/2019,53197,28477,257470
Mise à l'épreuve,21/05/2014,4370,2367,145471
Séjour dans les monts Fuchun,08/01/2020,32711,29361,273659
Seul dans Berlin,30/11/2016,25870,9710,194969
"Taking lives, destins violés",05/05/2004,224246,122760,33900
"Ma meilleure amie, sa soeur et moi",10/07/2013,14632,7872,197649
Back Home,16/12/2015,36794,22505,204482
Noura rêve,20/11/2019,13071,7086,273686
Seule la vie...,07/11/2018,6089,318,249531
Le Fantôme De Canterville,13/04/2016,169473,107825,231742
Les Yeux de Julia,29/12/2010,22417,10347,175746
La Petite Lili,03/09/2003,188533,154740,28655
All My Life,09/06/2021,36,350000,277247
Une éducation,03/03/2010,58393,32600,134179
Amours troubles,04/08/2003,3800000,,38267
Beautés empoisonnées,03/10/2001,138001,81013,29296
L'Etat Sauvage,04/03/2020,13150,4873,268146
Le Songe d'une nuit d'été,29/09/1999,41750,,20490
The Turning,27/01/2020,6950045,3011025,258623
Free Dance,10/08/2016,82192,36124,238667
Who's that Knocking at My Door,17/06/2009,6638,3140,7064
Pas si simple,30/12/2009,266194,215611,138728
Survivre avec les loups,23/01/2008,161125,162405,125715
Les Filles du soleil,28/11/2018,21474,6004,253969
Capitaine Superslip,11/10/2017,103937,46393,224944
Le Nouveau,13/05/2002,9500000,6500000,35103
Girls Trip,20/12/2017,60035,32100,227413
L'Art de la fugue,11/03/2015,53388,29902,201225
Comedy Queen,09/11/2022,1333,580,299546
Une arnaque presque parfaite,12/08/2009,21727,11550,121779
La Maison sur l'océan,12/11/2001,3600000,2700000,28398
Le Collier rouge,04/04/2018,143627,83692,246746
De guerre lasse,14/05/2014,24191,4049,218658
The East,17/07/2013,6259,2469,197885
Lune de Miel,19/06/2019,20178,7926,266067
Le Chemin,13/09/2017,5204,1301,249662
Les 3 p'tits cochons,13/08/2008,51561,20239,133806
La Véritable histoire du Chat botté,08/04/2009,71886,72223,126418
CHiPs,27/03/2017,7722802,4055000,109463
Pour une femme,10/07/2013,113065,38125,207967
Les Barons,27/01/2010,25864,5018,137281
Bon rétablissement !,24/09/2014,212122,136688,221166
Exfiltrés,13/03/2019,28438,9515,263799
Insoupçonnable,11/08/2010,80608,36212,171094
Pénélope,16/04/2008,76338,3802144,109235
Underworld 3 : le soulèvement des Lycans,04/03/2009,218290,86200,129226
Human Nature,19/09/2001,83238,38904,28830
Happy Sweden,06/05/2009,1104,193,135798
The Deep Blue Sea,27/06/2012,21009,10201,189168
Max,30/01/2013,222339,132029,198949
"Tout, tout de suite",18/05/2016,11257,4902,218007
Je vous aime très beaucoup,14/07/2010,23976,7305,176303
Krampus,11/05/2016,2639,98,228863
La Colline où rugissent les lionnes,04/05/2022,4342,2029,279907
Across the Universe,17/09/2007,667784,1950871,42806
Manipulation,10/09/2008,79737,54210,115496
La Mif,16/03/2022,1709,347,290397
Gomez & Tavarès,14/05/2003,445103,160974,47827
Les Salauds,14/08/2013,39693,17537,212119
Days,07/12/2022,1956,728,280801
La Cité des hommes,30/07/2008,30807,19732,133385
Mine de rien,04/03/2020,84133,22220,20711
Marche ou crève,12/12/2018,4712,1921,258052
"Mme Mills, une voisine si parfaite",14/03/2018,138575,87523,255811
Cherchez Hortense,12/09/2012,173443,115187,201454
Pas pareil... et pourtant !,02/03/2022,165,140,299394
The Courier,22/03/2021,2012582,1043560,269154
Destroyer,27/02/2019,27571,3801,258079
"New York, I Love You",21/04/2010,39797,22303,128904
Bajirao Mastani,25/07/2018,118,1307,243292
Nos pires voisins 2,13/07/2016,217611,140083,235408
Jimmy's Hall,09/07/2014,141610,105034,221207
Par instinct,22/11/2017,12192,3953,248044
La Loi de Murphy,11/11/2009,44118,7820,142082
Samson & Delilah,02/12/2009,5530,2179,145885
Lettre à Franco,26/02/2020,55129,34021,260991
Dans Paris,11/10/2006,84236,60295,109501
Cet été-là,04/12/2013,394,92,138313
Loin de la terre brûlée,18/03/2009,46691,38666,130053
Le Musée des merveilles,22/11/2017,57606,28085,242866
Le Cactus,21/12/2005,136957,56326,61209
Une place sur la terre,04/09/2013,61737,43454,49001
All About Steve,31/03/2010,1132,14057806,122067
Nuit blanche,23/11/2011,42683,12280,182885
The Beast,06/01/2016,8441,2237,230279
American pie : marions-les !,22/10/2003,633192,614182,47319
My Summer of Love,29/06/2005,53400,23182,59124
Le Grimoire d'Arkandias,29/10/2014,270416,149282,224437
All Eyes Off Me,15/06/2022,2553,653,290378
Je tremble ô Matador,22/06/2022,5652,2770,260758
Floride,12/08/2015,2879,177102,231847
Maman a tort,16/11/2016,38729,11574,244758
Abou Leila,22/07/2020,4843,2580,273642
Comme ton père,19/12/2007,37902,,112178
Le Colocataire,08/07/2020,3578,2284,272016
Le Merveilleux magasin de Mr Magorium,20/02/2008,50355,9630085,60710
Aya,19/10/2022,2019,600,293461
Broken City,03/07/2013,73624,17542,138189
Mon meilleur ami,27/12/2006,230325,303022,37967
San Antonio,28/07/2004,146098,59183,52852
Tristan & Yseult,16/01/2006,6583135,3165026,45638
Jeune Juliette,18/12/2019,1093,398,276141
Angel Eyes,17/10/2001,57191,9500000,28519
Le Jeune Messie,14/03/2016,3294876,1089234,225465
Le Crime farpait,18/05/2005,43814,30314,59903
L'Etoile de Noël,22/11/2017,94568,94568,248582
Coup d'éclat,16/02/2005,149585,59998,52289
Después de Lucía,10/10/2012,20945,13039,206437
Les Mystères de Barcelone,05/10/2022,2581,986,279870
Tournée,07/07/2010,172154,105014,140496
Homme au bain,29/09/2010,6995,2909,183297
Kings,18/04/2018,45150,15202,247864
Reines d'un jour,31/10/2001,195130,80006,26851
Lucky,20/12/2017,15371,7754,248853
Lucky girl,15/05/2006,5692285,3384371,108735
L'Art d'aimer,30/11/2011,88253,53087,183369
Détention secrète,16/01/2008,85678,4060012,120659
Sword of the Stranger,03/06/2009,1538,402,140410
Cristeros,21/05/2014,25606,16668,186124
Desperado 2 - Il était une fois au Mexique,29/10/2003,259782,24000000,41309
DieuMerci !,16/03/2016,74650,32950,235845
La Dernière Folie de Claire Darling,13/02/2019,41424,16164,256662
Un enfant de toi,02/01/2013,11361,2645,58984
Alyah,26/09/2012,20097,10875,190323
Petits meurtres à l'Anglaise,14/07/2010,71186,50886,172980
Just a kiss,21/07/2004,91676,64418,56861
La Plus belle victoire,27/10/2004,75074,7118985,51621
Jumbo,08/07/2020,4793,1248,247887
La Source,07/08/2019,13475,4312,268405
La Nuit venue,22/07/2020,12430,5966,269320
Memory Lane,01/12/2010,6213,2705,176752
Metallica Through the Never,16/10/2013,23085,2715,204516
Je vais mieux,06/06/2018,68998,37848,250678
Ma Reum,25/07/2018,247679,175913,259416
Le Chihuahua de Beverly Hills,01/04/2009,119666,33593,127951
La Locataire,03/08/2011,35962,12336,141339
Benjamin,01/01/2020,880,557,271542
Chien,21/03/2018,8120,2199,241711
Droit de passage,11/08/2010,61279,30783,127880
Secrétariat,11/10/2010,12694770,2196000,138660
Samsam,12/02/2020,86711,79886,268350
Ma vie de chat,10/08/2016,141432,54941,234622
Kung Pow,28/01/2002,7017474,3755000,35980
La Fine équipe,07/12/2016,13666,1614,248140
Le Crime est notre affaire,22/10/2008,314658,291886,133725
Don't Be Afraid of the Dark,29/08/2011,8689000,4941000,138449
Les Reines du ring,10/07/2013,150739,54026,201358
Le Tigre qui s'invita pour le thé,21/09/2022,20803,9451,296971
Les Liens du sang,13/02/2008,221714,154807,111437
Something Borrowed (Duo à trois),09/05/2011,13945368,6872221,78573
Pinocchio,02/04/2003,116597,,35106
Père et fils,27/08/2003,360968,263989,44431
The Riot Club,07/01/2015,38096,14337,218385
Ceux qui restent,05/09/2007,141185,93506,119410
Voir le jour,19/08/2020,42534,21134,270880
Les Âmes grises,05/10/2005,217115,110172,59433
Hit and run,05/09/2012,68987,16715,203004
Johnny Mad Dog,07/01/2009,171,,111823
Fruitvale Station,08/01/2014,20720,8740,206453
Le Coach,16/09/2009,278860,183026,127660
16 Blocs,12/04/2006,127935,66147,59720
Jamais contente,18/01/2017,25081,8762,244331
Alex Cross,26/12/2012,54738,37256,191866
Tout de suite maintenant,29/06/2016,92025,53133,235657
Hollywoodland,10/01/2007,74139,27347,59735
Big City,19/12/2007,102860,58527,110840
Meurtres à la St Valentin,06/05/2009,67859,45037,135211
Carlos,14/07/2010,21794,12073,182453
Pension complète,06/01/2016,167711,66098,235399
The Cut,21/01/2015,25397,11797,203498
Une vie inachevée,11/01/2006,168939,82541,50684
La Taularde,21/09/2016,96119,51104,230170
2 Days in Paris,18/07/2007,56415,51102,111756
An Elephant Sitting Still,16/01/2019,3562,1435,262443
5x2,08/09/2004,196277,135480,51310
Summer,05/08/2015,8044,4860,236915
Bus Palladium,24/03/2010,53579,5891,142114
Top chronos,01/04/2002,10100000,7284214,44483
La maladie de Sachs,29/09/1999,67152,,20445
Unborn,18/03/2009,53698,51032,132425
Le Pardon,03/11/2021,9944,4469,290321
L'Escorte,07/02/2005,11129580,5513065,59082
"Ong-Bak 2, la naissance du dragon",29/07/2009,157707,64378,111744
Après la tempête,03/05/2017,51882,37446,246299
The Best Of Enemies,08/04/2019,4446190,2014126,239131
Les Éternels (Ash is purest white),06/03/2019,50846,32216,258260
The Spy Gone North,14/11/2018,8658,4658,264019
Crescendo,13/07/2022,5161,1537,266569
36 vues du Pic Saint-Loup,16/09/2009,8267,4018,137187
Holmes & Watson,31/12/2018,7411522,3302827,249524
La Famille Jones,24/11/2010,46019,15246,139372
Virtual Revolution,19/10/2016,1626,1531,247756
Trois visages,13/06/2018,82587,48354,263944
Caprice,29/04/2015,64046,36186,225546
Une semaine sur deux (et la moitié des vacances scolaires),29/07/2009,196897,130505,140501
Hotel Artemis,01/08/2018,54098,23553,248581
De bon matin,12/10/2011,59339,33093,182996
Les Chimpanzés de l'espace,29/10/2008,325382,526144,131693
Les Enfants de la chance,07/12/2016,24079,5220,241132
La confiance règne,17/11/2004,303325,125652,53820
Lullaby,08/12/2010,5357,964,144603
Dracula 2001,16/05/2001,105868,75029,27431
Soeurs malgré elles,26/01/2011,573,8000000,143429
Vent du Nord,04/04/2018,16257,10060,250090
Le Dernier Vice-Roi des Indes,12/07/2017,56685,34665,250120
Mange tes morts - Tu ne diras point,17/09/2014,1002,18775,228498
Kajillionaire,07/10/2020,15401,9396,263390
Un Jeune Poète,06/05/2015,2135,796,235394
Une vieille maîtresse,06/06/2007,50343,22945,55720
Contrebande,23/05/2012,96382,25018,188159
Le Raid,05/04/2002,635051,414902,29179
Miss Bala,09/05/2012,20531,9417,192858
Ange et Gabrielle,18/11/2015,254124,140972,230835
Coeur errant,12/04/2023,816,337,296960
Irrésistible Alfie,05/01/2005,58602,6218335,52426
Arnaud fait son 2ème film,08/04/2015,8120,1058,226727
Nobel Son,08/12/2008,333912,,140206
Funan,13/03/2019,9141,4004,227423
Favelas,19/11/2014,67254,34656,192550
Chaud devant !,11/11/2019,12723781,8332607,268687
Invisible,25/07/2007,23403,7717309,120233
Le Fils de l'autre,11/04/2012,88017,57781,192189
Le Rythme de la vengeance,03/02/2020,2715384,,257505
Big Mamma 2,29/03/2006,269348,157445,61512
L'Ombre du mal,27/06/2012,13549,1767,170893
Bella,29/10/2007,1328448,1071150,132154
Darkness,27/12/2004,6432000,4615762,35130
Drôles D'oiseaux,21/08/2013,106754,88758,199737
Gallows,29/07/2015,68730,26630,229844
Un coup de tonnerre,05/09/2005,917398,,28404
Firewall,12/04/2006,77647,22480,56885
C'est La Vie,14/11/2001,205565,133616,35370
Lillian,18/12/2019,7424,3487,273687
L'Amour des hommes,07/03/2018,6830,2551,249663
Little Joe,20/11/2019,14545,4639,271955
Alléluia,03/12/2014,2251,2057,191804
Antiviral,20/02/2013,7944,4453,199161
Demi-soeur,12/06/2013,106307,50619,207178
Jack et Julie,01/02/2012,54296,11371,106905
Le Petit lieutenant,23/11/2005,241732,153771,58842
Secret Sunshine,24/10/2007,25333,,127790
Martha Marcy May Marlene,07/03/2012,27571,15917,185291
Poupoupidou,19/01/2011,80320,49315,176731
Hors limites,02/05/2001,172273,81763,32253
18 ans après,12/02/2003,567231,376714,35990
National Security,09/04/2003,80556,17500000,34207
Cours sans te retourner,31/12/2014,8626,4840,204377
Snoopy et les Peanuts - Le Film,30/12/2015,379429,229720,214004
Nathalie...,14/01/2004,222987,142536,28691
Boule & Bill 2,19/04/2017,196715,119039,244492
Amis publics,24/02/2016,404366,217054,236089
Freda,20/10/2021,11074,8175,293309
"Camille Claudel, 1915",20/03/2013,44536,22294,196715
Rencontres à Elizabethtown,09/11/2005,111382,53425,53579
La Raison du Plus Faible,26/07/2006,55525,40170,59775
Rose & noir,21/10/2009,78296,22852,131336
Entourage,01/07/2015,24573,8978,212715
Ni repris ni échangé,09/09/2013,8100000,4250000,223573
Blindés,20/01/2010,67488,26161,132290
Peur De Rien,17/02/2016,20660,12242,221929
Daddy's Little Girls,19/02/2007,11210754,4815337,124085
Le Soliste,30/12/2009,23104,14289,130540
Les Aventures d'un mathématicien,08/12/2021,2047,1291,263100
